Nome;Partido;Estado;Codigo;CD01O206E008995;CD01O206E008996;CD01O206E008997;CD01O207E008998;CD01O207E008999;CD01O207E009000;CD01O207E009001;CD01O207E009002;CD01O208E009003;CD01O208E009004;CD01O208E009005;CD01O210E009006;CD01O210E009007;CD01O210E009008;CD01O210E009009;CD01O210E009010;CD01O210E009011;CD01O215O009012;CD01O216E009013;CD01O216E009014;CD01O216E009015;CD01O216E009016;CD01O218E009018;CD01O218E009019;CD01O218E009021;CD01O218E009022;CD01O218E009023;CD01O218E009024;CD01O218E009025;Lado;tsne-1d-one;tsne-2d-two
LÉO MOTTA;PSL;Minas Gerais;257;Não;Não Votou;Obstrução;Não;Não Votou;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;21.951893;3.1354756
LUCAS GONZALEZ;NOVO;Minas Gerais;258;Não;Sim;Obstrução;Não;Não;Não Votou;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Obstrução;Não Votou;Obstrução;Não;Não Votou;Sim;Não Votou;Não;Não;Não;Sim;Não;GOVERNO;3.216275;-12.109472
PADRE JOÃO;PT;Minas Gerais;259;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Obstrução;Obstrução;Não;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;OPOSIÇÃO;-19.529686;-20.742489
PAULO GUEDES;PT;Minas Gerais;260;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Não Votou;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Não Votou;Sim;Não Votou;Sim;OPOSIÇÃO;-21.884886;-11.739306
PINHEIRINHO;PP;Minas Gerais;261;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não;Sim;Não;GOVERNO;1.7998745;-6.400596
ROGÉRIO CORREIA;PT;Minas Gerais;262;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Sim;OPOSIÇÃO;-21.941912;-13.069945
PAULO ABI-ACKEL;PSDB;Minas Gerais;263;Não Votou;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;22.977783;1.2440624
TIAGO MITRAUD;NOVO;Minas Gerais;264;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Obstrução;Obstrução;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;GOVERNO;2.907996;-12.8247
VILSON DA FETAEMG;PSB;Minas Gerais;265;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;OPOSIÇÃO;-11.697828;1.2539461
ZÉ VITOR;PL;Minas Gerais;266;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Não Votou;Não Votou;Não;Não;MINORIA;8.147407;5.3846307
STEFANO AGUIAR;PSD;Minas Gerais;267;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não;Sim;GOVERNO;0.663217;16.974886
RODRIGO DE CASTRO;PSDB;Minas Gerais;268;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não Votou;Obstrução;Não Votou;Não;Não Votou;Sim;Não Votou;Não;Não;Não;Sim;Não;GOVERNO;2.6507998;-11.411948
ODAIR CUNHA;PT;Minas Gerais;269;Obstrução;Não Votou;Não Votou;Sim;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não Votou;Sim;Não Votou;Não Votou;Não;Não;Não;Não;OPOSIÇÃO;-24.760872;-18.345137
WELITON PRADO;PROS;Minas Gerais;270;Sim;Não;Sim;Sim;Sim;Não;Não Votou;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Não Votou;Não Votou;Não;Não Votou;MINORIA;-25.132524;-12.091317
ZÉ SILVA;Solidariedade;Minas Gerais;271;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Sim;Sim;Não;Não;Não;Sim;Não;MINORIA;2.3416336;-12.290432
REGINALDO LOPES;PT;Minas Gerais;272;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não Votou;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não Votou;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;OPOSIÇÃO;-23.735392;-17.599638
SUBTENENTE GONZAGA;PDT;Minas Gerais;273;Não Votou;Obstrução;Sim;Obstrução;Obstrução;Não Votou;Não Votou;Sim;Obstrução;Não;Não;Não;Não;Não Votou;Não;Não;Não;Não;Não;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Sim;Não Votou;Não;Sim;MINORIA;-23.291666;-9.970697
EVAIR VIEIRA DE MELO;PP;Espírito Santo;274;Não;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Sim;GOVERNO;6.1401486;14.006016
AMARO NETO;PRB;Espírito Santo;275;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;9.2008095;16.86081
DA VITÓRIA;CIDADANIA;Espírito Santo;276;Não Votou;Sim;Abstenção;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não Votou;Sim;Não;Sim;MINORIA;23.577816;2.461319
DRA. SORAYA MANATO;PSL;Espírito Santo;277;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;GOVERNO;9.09475;4.3228664
FELIPE RIGONI;PSB;Espírito Santo;278;Não Votou;Sim;Não;Não;Não;Não Votou;Não;Sim;Não;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Obstrução;Obstrução;Não Votou;Não;Não;Sim;Não Votou;Não;Não Votou;Não;Sim;Não;OPOSIÇÃO;-1.4252574;-10.32917
HELDER SALOMÃO;PT;Espírito Santo;279;Não Votou;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;OPOSIÇÃO;-22.90428;-11.396883
LAURIETE;PL;Espírito Santo;281;Não;Sim;Obstrução;Não;Não;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Não Votou;Sim;Não;Sim;MINORIA;11.206864;14.147425
NORMA AYUB;DEM;Espírito Santo;282;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Não Votou;Sim;Não;Não Votou;Não;Sim;Não;GOVERNO;5.390637;-11.374893
SERGIO VIDIGAL;PDT;Espírito Santo;283;Obstrução;Não Votou;Sim;Sim;Obstrução;Obstrução;Obstrução;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Sim;Não;MINORIA;-20.516048;-13.945743
ALEXANDRE SERFIOTIS;PSD;Rio de Janeiro;284;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Não;Sim;GOVERNO;18.724796;2.7131984
CARLOS JORDY;PSL;Rio de Janeiro;285;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Sim;Não;Não;GOVERNO;9.556169;4.114839
ALTINEU CÔRTES;PL;Rio de Janeiro;286;Não Votou;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Obstrução;Obstrução;Não;Não;Não;Sim;Sim;Não;Não;Não;Não Votou;Não Votou;MINORIA;1.8024491;-13.44891
ALESSANDRO MOLON;PSB;Rio de Janeiro;287;Não Votou;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Não Votou;Não;Não;Não;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Sim;Não;Sim;OPOSIÇÃO;-22.576271;-10.940215
CHIQUINHO BRAZÃO;Avate;Rio de Janeiro;288;Não;Sim;Não;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Não Votou;Não;Não;Sim;Não Votou;Abstenção;Abstenção;Abstenção;MINORIA;15.129928;3.6089604
CHRIS TONIETTO;PSL;Rio de Janeiro;289;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;GOVERNO;8.790783;3.594584
AUREO RIBEIRO;Solidariedade;Rio de Janeiro;290;Não Votou;Não Votou;Não Votou;Não;Não;Não Votou;Não Votou;Sim;Não;Sim;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Obstrução;Obstrução;Obstrução;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não;MINORIA;-0.40462616;-13.182802
BENEDITA DA SILVA;PT;Rio de Janeiro;291;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Sim;Não;Sim;OPOSIÇÃO;-22.362144;-11.184384
CHRISTINO AUREO;PP;Rio de Janeiro;292;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;GOVERNO;5.1962695;-11.616191
CHICO D`ANGELO;PDT;Rio de Janeiro;293;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não;Não;Não;Sim;Não;MINORIA;-21.115662;-18.698341
CLARISSA GAROTINHO;PROS;Rio de Janeiro;294;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Não;Sim;MINORIA;-24.808136;-11.348807
DANIEL SILVEIRA;PSL;Rio de Janeiro;295;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;GOVERNO;1.6115813;2.1662228
DANIELA DO WAGUINHO;MDB;Rio de Janeiro;296;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;GOVERNO;0.25173318;8.011255
DELEGADO ANTÔNIO FURTADO;PSL;Rio de Janeiro;297;Não;Sim;Obstrução;Não;Não;Não Votou;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Não Votou;Sim;GOVERNO;0.114773914;8.050104
DR. LUIZ ANTONIO TEIXEIRA JR.;PP;Rio de Janeiro;298;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Não;Sim;GOVERNO;18.489342;2.8572433
FELÍCIO LATERÇA;PSL;Rio de Janeiro;299;Não;Sim;Abstenção;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Não Votou;Não;Não;GOVERNO;8.55461;7.0384536
FLORDELIS;PSD;Rio de Janeiro;300;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;10.904177;18.0881
GELSON AZEVEDO;PL;Rio de Janeiro;301;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não;Sim;Sim;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Não;Sim;MINORIA;12.1838665;17.305176
GUTEMBERG REIS;MDB;Rio de Janeiro;302;Não;Sim;Obstrução;Não;Não;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;21.143993;2.0902548
HELIO LOPES;PSL;Rio de Janeiro;303;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Obstrução;Obstrução;Obstrução;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;0.8993518;-13.921385
GLAUBER BRAGA;PSOL;Rio de Janeiro;304;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Obstrução;Obstrução;Não;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;OPOSIÇÃO;-19.528997;-20.742058
JANDIRA FEGHALI;PCdoB;Rio de Janeiro;305;Não Votou;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não Votou;Sim;Sim;Não Votou;Não;Não Votou;Sim;Sim;Não;Não Votou;OPOSIÇÃO;-23.148546;-11.857099
HUGO LEAL;PSD;Rio de Janeiro;306;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;10.904234;18.087519
JUNINHO DO PNEU;DEM;Rio de Janeiro;308;Não;Sim;Obstrução;Não;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;20.439648;4.7966776
LOURIVAL GOMES;PSL;Rio de Janeiro;309;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-1.8744837;-4.2958193
LUIZ ANTÔNIO CORRÊA;S.Part.;Rio de Janeiro;310;Não;Sim;Obstrução;Não;Não;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;MINORIA;21.14346;2.0903692
LUIZ LIMA;PSL;Rio de Janeiro;311;Não;Sim;Obstrução;Não;Não;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não Votou;Não Votou;Sim;Não;Sim;GOVERNO;20.503506;1.5215061
MAJOR FABIANA;PSL;Rio de Janeiro;312;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;GOVERNO;-9.684889;2.8290045
MARCELO CALERO;CIDADANIA;Rio de Janeiro;313;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Sim;Obstrução;Obstrução;Não;Não;Sim;Não;MINORIA;2.5231965;-10.196589
PEDRO PAULO;DEM;Rio de Janeiro;314;Não Votou;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Não;Não;Não Votou;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;-19.100122;-3.1184063
MARCELO FREIXO;PSOL;Rio de Janeiro;315;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Não;Sim;OPOSIÇÃO;-11.875616;6.739987
MÁRCIO LABRE;PSL;Rio de Janeiro;316;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Sim;Não Votou;Sim;Não;Sim;GOVERNO;17.387798;3.7078733
OTONI DE PAULA;PSC;Rio de Janeiro;317;Não Votou;Não Votou;Não Votou;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não Votou;Não;Não;Não Votou;Sim;Não;GOVERNO;5.174712;-12.48241
PAULO GANIME;NOVO;Rio de Janeiro;318;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Não Votou;Não;Sim;GOVERNO;-19.310032;-3.0869296
PAULO RAMOS;PDT;Rio de Janeiro;319;Sim;Obstrução;Não Votou;Obstrução;Obstrução;Não Votou;Não Votou;Não;Obstrução;Não;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Não;Sim;MINORIA;-11.621936;8.877697
PROFESSOR JOZIEL;PSL;Rio de Janeiro;320;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Art.;Art.;Art.;Art.;Art.;Art.;Art.;Art.;Art.;Art.;Art.;Art.;GOVERNO;4.3606052;-4.542615
GURGEL;PSL;Rio de Janeiro;321;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Art.;Sim;Sim;Sim;Não Votou;Não Votou;Obstrução;Obstrução;Não;Sim;Obstrução;Obstrução;Não Votou;Não;Sim;Não;GOVERNO;3.2380004;-11.399415
RODRIGO MAIA;DEM;Rio de Janeiro;322;Art.;Art.;Art.;Art.;Art.;Art.;Art.;Sim;Art.;Sim;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;-17.698566;-0.47877362
TALÍRIA PETRONE;PSOL;Rio de Janeiro;323;Não Votou;Não Votou;Sim;Obstrução;Obstrução;Não Votou;Obstrução;Não;Obstrução;Não;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Sim;OPOSIÇÃO;-10.383916;7.473612
VINICIUS FARAH;MDB;Rio de Janeiro;324;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;GOVERNO;7.3650045;6.285936
ROSANGELA GOMES;PRB;Rio de Janeiro;325;Não;Sim;Obstrução;Não;Não;Não Votou;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Art.;Não Votou;Não Votou;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;5.27324;-2.813252
WLADIMIR GAROTINHO;PSD;Rio de Janeiro;327;Não Votou;Não Votou;Obstrução;Não;Não;Sim;Não;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Não Votou;Sim;Não Votou;Sim;Sim;Não Votou;Não;Não Votou;GOVERNO;8.902202;9.082326
SORAYA SANTOS;PL;Rio de Janeiro;328;Não Votou;Sim;Obstrução;Não Votou;Não;Não Votou;Não;Sim;Não Votou;Sim;Sim;Sim;Não Votou;Sim;Não Votou;Sim;Sim;Não Votou;Não;Não Votou;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não Votou;MINORIA;22.698269;-0.8853023
SÓSTENES CAVALCANTE;DEM;Rio de Janeiro;329;Não;Sim;Obstrução;Não;Não Votou;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Sim;GOVERNO;14.760652;2.814502
RENATA ABREU;Podemos;São Paulo;330;Não Votou;Sim;Não Votou;Não;Não;Não Votou;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;MINORIA;15.068983;11.203571
ALEX MANENTE;CIDADANIA;São Paulo;331;Não;Sim;Obstrução;Não;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;MINORIA;21.04711;5.194
ABOU ANNI;PSL;São Paulo;332;Não;Sim;Obstrução;Não;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Não;Sim;Não Votou;Sim;Não;Sim;GOVERNO;1.7827035;18.31217
ADRIANA VENTURA;NOVO;São Paulo;333;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Não Votou;Sim;Não;Sim;GOVERNO;10.28521;14.029851
ALEXANDRE LEITE;DEM;São Paulo;334;Não;Sim;Obstrução;Não;Não;Não Votou;Não;Sim;Não;Sim;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Obstrução;Obstrução;Obstrução;Não;Não;Sim;Não Votou;Não;Não Votou;Não;Sim;Não;GOVERNO;1.184573;-12.025701
BRUNA FURLAN;PSDB;São Paulo;335;Não;Sim;Obstrução;Não;Não;Não Votou;Não Votou;Sim;Não;Sim;Não;Não;Não;Não Votou;Não;Não;Não;Obstrução;Obstrução;Obstrução;Não;Não;Não Votou;Sim;Não;Não Votou;Não;Sim;Não;GOVERNO;-12.283166;-13.649788
ARLINDO CHINAGLIA;PT;São Paulo;336;Sim;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Não Votou;Não;Não;Não;Não Votou;Sim;Não;Não;Não;Não;Não;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;OPOSIÇÃO;-23.058765;-12.792864
ALENCAR SANTANA BRAGA;PT;São Paulo;337;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Não;Obstrução;Não;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não Votou;Sim;Não;Sim;OPOSIÇÃO;-11.547674;7.9338055
CARLOS SAMPAIO;PSDB;São Paulo;338;Não;Sim;Obstrução;Não;Não Votou;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;4.5669246;-4.0506487
ARNALDO JARDIM;CIDADANIA;São Paulo;339;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Obstrução;Obstrução;Obstrução;Não;Não;Sim;Sim;Não Votou;Não;Não;Sim;Não;MINORIA;1.9005735;-12.799736
ALEXANDRE FROTA;PSL;São Paulo;340;Não;Sim;Obstrução;Não;Não;Sim;Não;Abstenção;Não Votou;Sim;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Sim;GOVERNO;-20.556982;-2.7882943
ALEXANDRE PADILHA;PT;São Paulo;341;Não Votou;Não Votou;Sim;Obstrução;Não;Obstrução;Não Votou;Não;Obstrução;Não;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Sim;OPOSIÇÃO;-12.471591;8.608704
